DATE,PERIOD,AUDITYPE,STORECODE,DLRCODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
2023-04-18,202304,2,129996976,12313020008,1681375880871,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE-LEMON-PET 2250 ML FREE2PM NOODLES AKABARE CHICKEN 80GM,260.0,PET,2250 ML,,1681375880871-bottlers nepal - nepal-sprite #3.png,RECODING,5
2023-04-18,202304,2,122127804,12303020035,1681533875311,99764989.0,134,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK,TIGER SHARK ENERGY DRINK CAN 250ML,120.0,CAN,250ML,,1681533875311-agro thai foods pvt ltd-nepal-tiger shark#3.png,RECODING,5
2023-04-19,202304,2,124774822,21209020036,1681809687289,99764967.0,118,DABUR NEPAL,REAL FRUIT POWER MASALA FIZZIN,REAL FRUIT POWER/MASALACOLA FIZZIN/MINI/150ML/PBT/CARBONATED MASALA COLA/,30.0,PBT,150ML,,1681809687289-dabur nepal-real fruit power masala fizzin#3.png,RECODING,5
2023-04-19,202304,2,124774822,21209020036,1681810201696,99764980.0,118,DABUR NEPAL,REAL FRUIT POWER NIMBU FIZZIN,REAL FRUIT POWER NIMBU FIZZXIN/150ML/ PBT,30.0,PBT,150ML,,1681810201696-dabur nepal-real fruit power nimbu fizzin#3.png,RECODING,5
2023-04-19,202304,2,128962037,31101020038,1681805970061,99762747.0,134,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY CRAZY,ICEEY CRAZY LEMONA\250ML\PET\RS:50\AGRO THAI FOODS PVT.LTD NEPAL,50.0,PET,250ML,New SKU,1681805970061-agro thai foods pvt ltd-nepal-iceey crazy#3.png,CROSS CODING,2
2023-04-19,202304,2,122150710,12303020015,1681805110312,99764993.0,134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO PET 250ML,50.0,PET,250ML,,1681805110312-south asian beverages p- ltd-nepal-frooti#3.png,RECODING,5
2023-04-19,202304,2,122150710,12303020015,1681805157718,99764994.0,134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO PET 500ML,90.0,PET,500ML,,1681805157718-south asian beverages p- ltd-nepal-frooti#3.png,RECODING,5
2023-04-20,202304,2,111513886,12101020022,1681883863052,99764995.0,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,HYGEN MANIA MANGO PET-1000 ML.,170.0,PET,1000 ML.,Any other reason,1681883863052-hygen packs nepal pvt ltd-nepal-hygen mania#3.png,RECODING,5
2023-04-20,202304,3,3110102665,31101030277,1681897583316,99764997.0,125,SONA TOBACCO UDHYOG PVT.LTD NEPAL,GOLDEN JHANKAR,GOLDEN JHANKAR\12.5GM\PPH\RS:25\SONA TOBACCO UDHYOG PVT.LTD NEPAL,20.0,PPH,12.5GM,New SKU,1681897583316-sona tobacco udhyog pvt-ltd nepal-golden jhankar#3.png,RECODING,5
2023-04-20,202304,2,123094572,12303020016,1681878709749,99764996.0,118,SINGAPORE BEVERAGE-NEPAL,JEERU,JEERU-JEERA-JEERA MASALA CAN 250ML,90.0,CAN,250ML,,1681878709749-singapore beverage-nepal-jeeru#3.png,RECODING,5
